audit_index,id,title,author,current_bands,reading_level,book_format,year_published,browse_visible,population,decision,new_bands,beth_review_flag,heads_up,rationale
C-074,32efc50d-50b3-4b06-b7d8-590d66b9e9d8,Sulwe,Lupita Nyong'o,"2-4, 5-7",pre-reader,picture-book,2019,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Sulwe 2019 Nyongo. Coretta Scott King Honor. Skin-color-affirmation. Triple-band.
C-075,75af5533-9a1e-4b78-ac74-82ed89b7d115,Swimmy,Leo Lionni,"2-4, 5-7",pre-reader,picture-book,1963,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Swimmy 1963 Lionni. Pre-1990 (already browse-hidden). Caldecott Honor. Cooperation classic. Triple-band.
C-076,52ad8126-48d6-41b3-a97a-0cb4cedc2099,Sylvester and the Magic Pebble,William Steig,"2-4, 5-7",pre-reader,picture-book,1969,False,C — 5-7 split,retag,"5-6, 7-9",amy-approved,"Sylvester is missing for a year while his parents grieve, believing him dead.",APPROVED per Amy directive (grief/mortality central; Heads Up applied). Sylvester and the Magic Pebble 1969 Steig. Pre-1990 (already browse-hidden). Caldecott Medal. Sustained family-grief at center (parents thinking their son is dead). Drops 3-4 (genuine grief stretches over many pages). Beth confirms whether 5-6 fit holds with adult support.
C-077,f3dc1bda-55bd-4cf9-b5e8-e0d1a0a0fa12,The Biggest Bear,Lynd Ward,"2-4, 5-7",pre-reader,picture-book,1952,False,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,REMOVED per Amy directive (sustained classroom/peer cruelty arcs). Original audit rationale: Biggest Bear 1952 Ward. Pre-1990 (already browse-hidden). Caldecott Medal. Boy-raises-bear-cub-cant-keep-it. Animal-released-into-wild emotional weight. Drops 3-4. Beth confirms. RE-INSERTED post-Phase-6A: Session 13 substring-match logic swept this row into removal incorrectly. Original audit decision restored. Filed as calibration finding.
C-078,22e98cd3-6db4-4346-b4ac-df8b770c97bf,The Day the Crayons Quit,Drew Daywalt,"2-4, 5-7",pre-reader,picture-book,2013,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Day the Crayons Quit 2013 Daywalt. Crayons-mailbox-grievances comic. Triple-band.
C-079,51b5caee-1c68-41db-8be6-a053df58b774,The Dot,Peter H. Reynolds,"2-4, 5-7",pre-reader,picture-book,2003,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",duplicate,,The Dot 2003 Reynolds — DUPLICATE of row 172 (also tagged 5-7 only). De-dup required. Single-dot-as-art classic. Triple-band.
C-080,2279424a-cf6b-4916-b1ab-a5b9a259a6e4,The Giving Tree,Shel Silverstein,"2-4, 5-7",pre-reader,picture-book,1964,False,C — 5-7 split,remove-from-database,,amy-approved,,REMOVED per Amy directive (sustained classroom/peer cruelty arcs). Original audit rationale: The Giving Tree 1964 Silverstein. Pre-1990 (already browse-hidden). Lifelong-giving-no-thanks ambiguous classic. Drops 3-4 — emotional ambiguity past 3-year-old comprehension. Beth confirms whether to retain in plan-generator pulls under what framing — book is genuinely contested in modern parenting circles.
C-081,7898ea87-a970-4736-aed4-4853c99e7a04,The Keeping Quilt,Patricia Polacco,"2-4, 5-7",pre-reader,picture-book,1988,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Keeping Quilt 1988 Polacco. Pre-1990 (already browse-hidden). Multi-generational immigrant-quilt. Triple-band.
C-082,c91b8f1f-ee92-473d-98d6-b5fadcb9f097,The Lighthouse Keeper,Eugenio Fernández Vázquez,"2-4, 5-7",pre-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,The Lighthouse Keeper 2025 Vázquez. Solitude + purpose meditation. Drops 3-4 — solitude-as-subject too abstract.
C-083,7b51ed13-7aff-498d-bef0-5917d58b88fd,The Listening Walk,Paul Showers,"2-4, 5-7",pre-reader,picture-book,1991,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,The Listening Walk 1991 Showers. Sound-attention without-talking. Triple-band.
C-084,ef8874ad-9b6f-4064-9066-c6838f9290e4,The Little House,Virginia Lee Burton,"2-4, 5-7",pre-reader,picture-book,1942,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,The Little House 1942 Burton. Pre-1990 (already browse-hidden). Caldecott Medal. House-watches-city. Triple-band.
C-085,6a899655-e69e-41bb-a5c6-1b6f498c7985,The Lorax,Dr. Seuss,"2-4, 5-7",pre-reader,picture-book,1971,False,C — 5-7 split,remove-from-database,,amy-approved,,REMOVED per Amy directive (best-guess approval). Pre-1990 (1971). Industrial-destruction-of-ecosystem morality tale with extinction-of-Truffulas as central premise. Removing per same logic as other pre-1990 period-content books — the morality-tale framing has aged into political-charged territory that does not match Wizkoo voice. Original: The Lorax 1971 Seuss. Pre-1990 (already browse-hidden). Industrial-destruction-of-ecosystem morality tale. Drops 3-4 — extinction-of-Truffulas as central premise needs 5+ to land. Beth confirms framing for plan-generator pulls.
C-086,cb7e34e5-ae22-4901-8833-1632ca317434,The Recess Queen,Alexis O'Neill,"2-4, 5-7",pre-reader,picture-book,2002,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Recess Queen 2002 ONeill. Bully-meets-friendliness. Triple-band.
C-087,d9e4d160-c321-4088-aa30-6f75fdd9b1cf,The Relatives Came,Cynthia Rylant,"2-4, 5-7",pre-reader,picture-book,1985,False,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Relatives Came 1985 Rylant. Pre-1990 (already browse-hidden). Caldecott Honor. Family-reunion warmth. Triple-band.
C-088,a91f8ae6-8fb6-43cd-9181-24d896e9bd19,The Snail and the Whale,Julia Donaldson,"2-4, 5-7",pre-reader,picture-book,2003,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Snail and the Whale 2003 Donaldson. World-tour-and-rescue rhyme. Triple-band.
C-089,3063c2bc-0e82-497d-806b-bdb62bcd24ed,The Truth about Dragons,Julie Leung,"2-4, 5-7",pre-reader,picture-book,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Truth about Dragons 2023 Leung. Western-vs-Eastern dragon mythology. Triple-band — comparative-mythology lands at every age.
C-090,5bd407cd-074f-404c-adea-02af3c449cd3,The Ugly Five,Julia Donaldson,"2-4, 5-7",pre-reader,picture-book,2017,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Ugly Five 2017 Donaldson. Savanna-uglies + parental-love rhyme. Triple-band.
C-091,773a213f-f1ed-4df8-9a6a-f400de573c50,The Water Princess,Susan Verde,"2-4, 5-7",pre-reader,picture-book,2016,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",amy-approved,,APPROVED per Amy directive (best-guess approval). Burkina Faso real-world story (Georgie Badiel) by author from the region. Water-scarcity content. Same logic as authored Indigenous content — author authority handles representation; no Heads Up needed. Approving 3-4 + 5-6 + 7-9. Original: Water Princess 2016 Verde. Burkina Faso girl walks miles for water. Real-world poverty/scarcity. Beth confirms whether 3-4 fit holds — global-scarcity framing needs adult support.
C-092,81ad82ba-60b4-4d23-b774-cf8839308b6f,The Yellow Bus,Loren Long,"2-4, 5-7",pre-reader,picture-book,2024,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Yellow Bus 2024 Long. Bus-finds-new-purposes-after-route. Triple-band.
C-093,4207d9b3-eb32-454e-84b1-2655737f6804,This Is Not My Hat,Jon Klassen,"2-4, 5-7",pre-reader,picture-book,2012,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,This Is Not My Hat 2012 Klassen. Caldecott Medal. Stolen-hat-comic dramatic-irony. Triple-band.
C-094,16a917e6-21c1-4d6f-98d7-7db99bd63f3b,Thunder Cake,Patricia Polacco,"2-4, 5-7",pre-reader,picture-book,1990,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Thunder Cake 1990 Polacco. Grandmother-cures-thunder-fear. Triple-band — the warmth lands at every age.
C-095,3f342aec-3941-4d69-ab06-02534d97bcae,Tops and Bottoms,Janet Stevens,"2-4, 5-7",pre-reader,picture-book,1995,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Tops and Bottoms 1995 Stevens. Caldecott Honor. Trickster-hare + plant-anatomy. Triple-band.
C-096,9216b1b4-e511-470d-812b-807dd7074942,Unflappable,Matthew Ward,"2-4, 5-7",pre-reader,picture-book,2023,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Unflappable 2023 Ward. Engineering-comedy. Triple-band.
C-097,e8dab9b4-63ba-485f-8314-e2f09773d625,We Are Water Protectors,Carole Lindstrom,"2-4, 5-7",pre-reader,picture-book,2020,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",amy-approved,,APPROVED per Amy directive (Indigenous authorship handles representation; no Heads Up needed). We Are Water Protectors 2020 Lindstrom. Caldecott Medal. Ojibwe water-protection prophecy. Politically charged subject (pipeline-as-black-snake). Beth confirms whether 3-4 fit holds — environmental-justice framing typically wants 5+.
C-098,e15a32d2-db46-45a1-b7c0-4bd0bc90bde8,Wemberly Worried,Kevin Henkes,"2-4, 5-7",pre-reader,picture-book,2000,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,Wemberly Worried 2000 Henkes. School-anxiety-finds-fellow-worrier. Triple-band.
C-099,7fb484a2-68af-4f00-8168-a64ab5a3de94,What Do You Do with a Chance,Kobi Yamada,"2-4, 5-7",pre-reader,picture-book,2018,True,C — 5-7 split,retag,"3-4, 5-6, 7-9",none,,What Do You Do with a Chance 2018 Yamada. Chance-floats-by allegory. Triple-band.
C-100,e6420aaf-1a25-4930-9f0d-ba75334893dc,Amelia Bedelia,Peggy Parish,5-7,early-reader,early-reader,1963,False,C — 5-7 split,retag,"5-6, 7-9",none,,"Amelia Bedelia 1963 Parish. Pre-1990 (already browse-hidden). Canonical literal-language comedy. 5-6 native, 7-9 fluency-builders."
C-101,a87ce494-6264-494e-9861-a58e6dd3fd37,Little Bear,Else Holmelund Minarik,5-7,early-reader,early-reader,1957,False,C — 5-7 split,retag,"5-6, 7-9",none,,Little Bear 1957 Minarik. Pre-1990 (already browse-hidden). Canonical. 5-6 + 7-9.
C-102,268d5a5b-54b3-4d63-945d-9b1abd58d4db,Worm and Caterpillar Are Friends,Kaz Windness,5-7,early-reader,early-reader,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,Worm and Caterpillar Are Friends 2023 Windness. Friendship + metamorphosis early-reader. 5-6 + 7-9.
C-103,f1a40664-c949-42b4-afdf-1df0dc3f441c,A Flea for Justice: Marian Wright Edelman Stands Up for Change,Valerie Bolling,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,A Flea for Justice: Marian Wright Edelman 2025 Bolling. Childrens Defense Fund + civil rights. 5-6 + 7-9.
C-104,89ce5948-df69-44d0-8c56-aa3873fdb223,"A Line Can Go Anywhere: The Brilliant, Resilient Life of Artist Ruth Asawa",Caroline McAlister,5-7,early-reader,nonfiction,2026,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (civil-rights-era backdrop, not subject; representation-rich content). A Line Can Go Anywhere: Ruth Asawa 2026 McAlister. Japanese American incarceration camp + Asawas art origin. Heads Up territory. Beth confirms framing."
C-105,e93977d6-f035-4871-8148-3a25f2d78a1e,Before Colors: Where Pigments and Dyes Come From,Annette Bay Pimentel,5-7,early-reader,nonfiction,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,Before Colors: Where Pigments Come From 2023 Pimentel. Materials-science of color. 5-6 + 7-9.
C-106,31a38fbb-d870-4725-b154-298e1993bd82,"Blast Off!: The Story of Mary Sherman Morgan, America's First Female Rocket Scientist",Suzanne Slade,5-7,early-reader,nonfiction,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,Blast Off! Mary Sherman Morgan 2023 Slade. Americas first female rocket scientist (50-year secrecy). 5-6 + 7-9.
C-107,ab228eee-437b-4c36-a41f-bb5227a72cd8,"Change Is in the Air: The Hidden Discoveries of Eunice Newton Foote, the First Climate Scientist",Rebecca Donnelly,5-7,early-reader,nonfiction,2026,True,C — 5-7 split,retag,"5-6, 7-9",none,,Change Is in the Air: Eunice Newton Foote 2026 Donnelly. 1856 climate-science discovery + credit-stolen. 5-6 + 7-9.
C-108,6afdb8b6-c7b4-4608-a2f6-7879808da19c,"Creep, Leap, Crunch! A Food Chain Story",Jody Jensen Shaffer,5-7,early-reader,nonfiction,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,Creep Leap Crunch! 2023 Shaffer. Food-chain primer. 5-6 + 7-9.
C-109,d3176829-93dd-4713-ba5f-756782c72da2,Debbie Allen's Rise to Fame,Tami Charles,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (civil-rights-era backdrop, not subject; representation-rich content). Debbie Allens Rise to Fame 2025 Charles. Racism-faced-as-child-ballerina + career arc. Heads Up territory. Beth confirms."
C-110,d4217ade-e4f8-446c-8d5c-ff1428961ed6,Digging Up Dinosaurs,Aliki,5-7,early-reader,nonfiction,1988,False,C — 5-7 split,retag,"5-6, 7-9",none,,Digging Up Dinosaurs 1988 Aliki. Pre-1990 (already browse-hidden). Canonical Aliki. 5-6 + 7-9.
C-111,fd8a6ff7-1048-4215-876e-d706c20bdb66,Fighting With Love: The Legacy of John Lewis,Lesa Cline-Ransome,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,remove-from-database,,amy-approved,,"REMOVED per Amy directive (civil-rights-era books where violence is the subject, not backdrop). Original audit rationale: Fighting With Love: John Lewis 2025 Cline-Ransome. Edmund Pettus Bridge beating + sustained civil rights work. Heads Up territory (state violence against children depicted). Beth confirms."
C-112,f9a830bc-648c-4897-aaa4-ba2fa0a2e771,Finding Home: Amazing Places Animals Live,Mike Unwin,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Finding Home: Animal Habitats 2025 Unwin. Twelve-animals-twelve-habitats. 5-6 + 7-9.
C-113,9d4e9dea-4b4e-4e70-ab09-5e5ceb712b8d,Flower Talk,Sara Levine,5-7,early-reader,nonfiction,2019,True,C — 5-7 split,retag,"5-6, 7-9",none,,Flower Talk 2019 Levine. Pollinator-communication. 5-6 + 7-9.
C-114,6cb2d4ed-8a25-4293-ada9-c26ab331afd6,Golden Gate: Building the Mighty Bridge,Elizabeth Partridge,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,remove-from-database,,amy-approved,,"REMOVED per Amy directive (civil-rights-era books where violence is the subject, not backdrop). Original audit rationale: Golden Gate: Building the Mighty Bridge 2025 Partridge. Worker-deaths-during-construction implied. Beth confirms whether 5-6 framing handles the workplace-fatality content."
C-115,020bb6d5-45fe-4d88-99e6-9319751c0598,How a Bear Became a Book: The Collaboration That Created Winnie-the-Pooh,Annette Bay Pimentel,5-7,early-reader,nonfiction,2026,True,C — 5-7 split,retag,"5-6, 7-9",none,,How a Bear Became a Book: Winnie-the-Pooh 2026 Pimentel. Real-bear-to-book collaboration. 5-6 + 7-9.
C-116,c21c1a05-1ece-44c2-82c8-a9fefcac2796,Just in Case: Saving Seeds in the Svalbard Global Seed Vault,Megan Clendenan,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Just in Case: Svalbard Seed Vault 2025 Clendenan. Civilizational-backup nonfiction. 5-6 + 7-9.
C-117,d63988e0-b0a0-4caa-8f9a-0d99578a4a53,Napesni/Renegade: The Story of a Wild Bison,Marcie R. Rendon,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,APPROVED per Amy directive (Indigenous authorship handles representation; no Heads Up needed). Napesni/Renegade: Wild Bison 2025 Rendon. 200-year bison near-extinction + Indigenous reservation context. Indigenous representation done by Indigenous author. Beth confirms framing.
C-118,fdf9f565-4fae-4ca3-82dc-bc0ec27930d8,Never Give Up: Dr. Katalin Karikó and the Race to the COVID-19 Vaccine,Debbie Dadey,5-7,early-reader,nonfiction,2024,True,C — 5-7 split,retag,"5-6, 7-9",none,,Never Give Up: Karikó and COVID-19 2024 Dadey. 40-year mRNA persistence story. 5-6 + 7-9.
C-119,e9ff6801-04b5-4fcd-95a0-5aac18f98586,Ode to Grapefruit: How James Earl Jones Found His Voice,Kari Lavelle,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Ode to Grapefruit: James Earl Jones 2025 Lavelle. Stutter-to-voice biography. 5-6 + 7-9.
C-120,fb8514c6-dd24-4491-a3fe-c6efba4687d4,"Santiago Saw Things Differently: Santiago Ramón y Cajal, Scientific Artist",Christine Iverson,5-7,early-reader,nonfiction,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,Santiago Saw Things Differently: Ramón y Cajal 2023 Iverson. Drawing neurons + brain science. 5-6 + 7-9.
C-121,a717fa07-f68a-436e-910c-d7a078c7d8aa,Shining Star: Vera Rubin Discovers Dark Matter,Suzanne Slade,5-7,early-reader,nonfiction,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,Shining Star: Vera Rubin 2023 Slade. Dark-matter discovery + dismissal. 5-6 + 7-9.
C-122,d95072da-e349-4f02-bb8c-4f074646ae5f,The Camel Library: A True Story from Pakistan,Marzieh Abbas,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Camel Library: Pakistan 2025 Abbas. Camel-as-mobile-library nonfiction. 5-6 + 7-9.
C-123,616acf9b-6cda-49ec-a43b-7f704e5a93f0,The Dream Builder's Blueprint: Dr. King's Message to Young People,Alice Faye Duncan,5-7,early-reader,nonfiction,2026,True,C — 5-7 split,retag,"5-6, 7-9",none,,Dream Builders Blueprint: Dr. King 2026 Duncan. Erasure poem from 1967 King speech to teens. 5-6 + 7-9.
C-124,71aacee5-d8a6-47ae-a69f-dc7cf0afe970,The Fabulous Fannie Farmer: The Woman Who Changed the Way America Cooks,Emma Bland Smith,5-7,early-reader,nonfiction,2024,True,C — 5-7 split,retag,"5-6, 7-9",none,,Fabulous Fannie Farmer 2024 Smith. Standardized-measurement biography. 5-6 + 7-9.
C-125,e51b27a0-3ab6-4a9a-adeb-3419d475c92e,The Friendship Train: A True Story of Helping and Healing After World War II,Debbie Levy,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Friendship Train 2025 Levy. 1947 American food-aid + French gift train. 5-6 + 7-9.
C-126,a67ffa2a-5ddb-43ef-95ee-702572c3a7a3,The Great Lakes: Our Freshwater Treasure,Barb Rosenstock,5-7,early-reader,nonfiction,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Great Lakes: Freshwater Treasure 2025 Rosenstock. Geological + Anishinaabe + contemporary. 5-6 + 7-9.
C-127,0617f359-3ded-47b4-ae70-9a8c7cafe126,The Secret Life of a Sea Turtle,Maddalena Bearzi,5-7,early-reader,nonfiction,2026,True,C — 5-7 split,retag,"5-6, 7-9",none,,Secret Life of a Sea Turtle 2026 Bearzi. Sea turtle life-cycle + dangers. 5-6 + 7-9.
C-128,ff48b7ac-28e1-4e6a-984a-b266f23ccf9e,The Skeleton Inside You,Philip Balestrino,5-7,early-reader,nonfiction,1989,False,C — 5-7 split,retag,"5-6, 7-9",none,,Skeleton Inside You 1989 Balestrino. Pre-1990 (already browse-hidden). Canonical anatomy. 5-6 + 7-9.
C-129,722f52c3-6bc0-419d-a79b-c82849b83baa,"We Are American, Too",Kristen Mei Chase,5-7,early-reader,nonfiction,2026,True,C — 5-7 split,retag,"5-6, 7-9",none,,We Are American Too 2026 Chase. Asian American identity + family history. 5-6 + 7-9.
C-130,71cf6a77-21f7-42c2-8868-8b3867016890,Wombats Are Pretty Weird: A (Not So) Serious Guide,Abi Cushman,5-7,early-reader,nonfiction,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,Wombats Are Pretty Weird 2023 Cushman. Wombat biology + comic. 5-6 + 7-9.
C-131,57f72fc4-28b7-40a3-93d9-a238ca3b15c5,You Can Move Mountains: The Artful Life of Painter Bob Ross,Richard Ho,5-7,early-reader,nonfiction,2026,True,C — 5-7 split,retag,"5-6, 7-9",none,,You Can Move Mountains: Bob Ross 2026 Ho. Bob Ross biography. 5-6 + 7-9.
C-132,38e1a8cf-2ac9-414f-a693-6cb01188c1b8,A Flicker of Hope: A Story of Migration,Cynthia Harmony,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,APPROVED per Amy directive (best-guess approval). Child-migration parallel narrative. Migration content handled with parallel-bird-migration grace. Approving 5-6 + 7-9. Original: A Flicker of Hope: Migration 2025 Harmony. Child-migration parallel-with-bird-migration. Migration content can be tender. Beth confirms framing.
C-133,dc1d1d42-ddf4-4135-939f-a38df5639ba3,Afloat,Kirli Saunders,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Afloat 2025 Saunders. Indigenous flood-knowledge solution. 5-6 + 7-9.
C-134,bb09c5f5-da2c-41f0-932f-40008ee4a227,Bee Dance,Rick Chrustowski,5-7,early-reader,picture-book,2015,True,C — 5-7 split,retag,"5-6, 7-9",none,,Bee Dance 2015 Chrustowski. Honeybee waggle-dance science. 5-6 + 7-9.
C-135,1bf4d23c-e1d8-4670-a224-9a1375e1260a,Boxes for Katje,Candace Fleming,5-7,early-reader,picture-book,2003,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (civil-rights-era backdrop, not subject; representation-rich content). Boxes for Katje 2003 Fleming. Post-WWII Dutch town receives American care package. War aftermath context. Heads Up territory. Beth confirms."
C-136,8e478229-9125-411e-b7b8-7a51dc714b93,Brave,Weshoyot Alvitre,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (Indigenous authorship handles representation; no Heads Up needed). Brave 2025 Alvitre. ""Reclamation of bravery through Native American lens — brave things history books dont mention."" Indigenous-authored Native-American history reclamation. Drops 3-4 (concept of suppressed-history reclamation needs 5+ to land). Beth confirms whether 5-6 fit holds with adult support — depending on how the suppression of culture is depicted, may want 7-9 only."
C-137,1c0ade34-f023-4e66-b5b7-a3aff9ad5ee7,Broken,X. Fang,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,"Broken 2025 Fang. ""Child breaks grandmothers cup, blames cat."" Moral-arc + intergenerational-mistake. 5-6 + 7-9 fit. Could also work 3-4 read-aloud but the moral-realization arc benefits from 5+."
C-138,c20f6e38-458d-498e-99fd-888520897f47,Building Our House,Jonathan Bean,5-7,early-reader,picture-book,2013,True,C — 5-7 split,retag,"5-6, 7-9",none,,Building Our House 2013 Bean. Family-builds-house seasonally. 5-6 + 7-9.
C-139,74fca92f-7b4c-4fb8-ae2a-faf42357682e,Cece Loves Science,Kimberly Derting,5-7,early-reader,picture-book,2018,True,C — 5-7 split,retag,"5-6, 7-9",none,,Cece Loves Science 2018 Derting. Child-designs-experiment narrative. 5-6 + 7-9.
C-140,2f2b023f-1da6-43f1-ba87-7cd177e87077,"City Summer, Country Summer",Kiese Laymon,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,City Summer Country Summer 2025 Laymon. Three Black boys urban + rural summer. 5-6 + 7-9.
C-141,864002ca-20a7-446f-acdf-f3e561045a4b,Dragon Flower,Chen Jiang Hong,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Dragon Flower 2025 Hong. Chinese mythology + brush-painting. 5-6 + 7-9.
C-142,2c233aaf-1132-4bf9-aeea-0f93cf6f1b4f,Grief Is an Elephant,Tamara Ellis Smith,5-7,early-reader,picture-book,2023,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,The book is about grief directly; loss of a loved one is the subject.,APPROVED per Amy directive (grief/mortality central; Heads Up applied). Grief Is an Elephant 2023 Smith. Direct grief-narrative for kids. Heads Up territory. Beth confirms framing.
C-143,76b05da2-4bc2-4984-834b-608f1a735241,Honeybird Blue,Taunya English,5-7,early-reader,picture-book,2026,True,C — 5-7 split,retag,"5-6, 7-9",none,,Honeybird Blue 2026 English. Father-daughter bird-walk. 5-6 + 7-9.
C-144,1e6c0a94-6ab8-4cf4-b551-d35db3ee30f5,How Many Seeds in a Pumpkin?,Margaret McNamara,5-7,early-reader,picture-book,2007,True,C — 5-7 split,retag,"5-6, 7-9",none,,How Many Seeds in a Pumpkin 2007 McNamara. Math + size-vs-yield. 5-6 + 7-9.
C-145,38172710-2447-45d0-860f-cadf6945ad61,How to Write a Poem,Kwame Alexander,5-7,early-reader,picture-book,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,How to Write a Poem 2023 Alexander. Poetry-as-attention. 5-6 + 7-9.
C-146,14145661-8867-4553-b544-611760b58060,In the Desert,David Elliott,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",duplicate,,"In the Desert 2025 Elliott — DUPLICATE of row 145 (also tagged 5-7 only, same year, same author, same hook structure). De-dup required."
C-147,5cfaf66f-6dd2-4aa5-a040-b7839ed3368e,In the Desert: Poems of the Sahara,David Elliott,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",duplicate,,In the Desert: Poems of the Sahara 2025 Elliott — DUPLICATE of row 144. De-dup required.
C-148,41667289-65ac-4a0d-93ab-c32b157b5600,Island Storm,Brian Floca,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Island Storm 2025 Floca. Weather + going-farther-from-home. 5-6 + 7-9.
C-149,59d6dc24-da05-4440-a6ec-700b8376f0f0,Little Rebels,Yuyi Morales,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Little Rebels 2025 Morales. Historical-rebels-as-children. 5-6 + 7-9.
C-150,3e3ebe0b-16b7-45bc-b233-6dd49c7eab1f,Mae and Gerty and the Matter with Matter,Elaine Vickers,5-7,early-reader,picture-book,2023,True,C — 5-7 split,retag,"5-6, 7-9",none,,Mae and Gerty and the Matter with Matter 2023 Vickers. Sister-as-states-of-matter. 5-6 + 7-9.
C-151,2586df9d-d90d-475b-8e21-23c1656afec8,Mama Panya's Pancakes,Mary Chamberlin & Rich Chamberlin,5-7,early-reader,picture-book,2005,True,C — 5-7 split,retag,"5-6, 7-9",none,,Mama Panyas Pancakes 2005 Chamberlin. Kenyan community-share-pancakes math. 5-6 + 7-9.
C-152,a896d96e-4ccc-48bc-8e45-d8a8450e57d8,Moon Song,Michaela Goade,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",none,,Moon Song 2025 Goade. Tlingit/Haida moon tradition. Caldecott-winner. 5-6 + 7-9.
C-153,373d6813-bed4-4458-9fda-3c8566a6a6ff,My Strange Shrinking Parents,Zeno Sworder,5-7,early-reader,picture-book,2023,True,C — 5-7 split,remove-from-database,,amy-approved,,REMOVED per Amy directive (sustained classroom/peer cruelty arcs). Original audit rationale: My Strange Shrinking Parents 2023 Sworder. Immigrant-parents-shrink-with-overwork visual metaphor. Heavy on parental sacrifice. Beth confirms — possibly 7-9 only depending on metaphor reception at 5-6.
C-154,559451d4-05cc-4bc7-8d8c-e9ee0c911270,Old Blue Is My Home,Lita Judge,5-7,early-reader,picture-book,2025,True,C — 5-7 split,retag,"5-6, 7-9",amy-approved,,APPROVED per Amy directive (best-guess approval). Child living in van. Housing-instability narrative handled with iridescent watercolor and absolute love (per hook). Representational content for kids in unconventional housing. Approving 5-6 + 7-9. Original: Old Blue Is My Home 2025 Judge. Child living in van. Housing-instability narrative. Beth confirms.
